Id,SalePrice
1461,127581.13259015809
1462,145777.5954901923
1463,190668.54830414822
1464,191821.05721847847
1465,194738.31273688402
1466,174269.62944639107
1467,178317.3596430411
1468,173545.55322080382
1469,176725.7054022389
1470,121168.23858029315
1471,181075.1208947401
1472,90778.76336713284
1473,98461.01332665936
1474,157626.15813042392
1475,123203.254778271
1476,367386.7573323952
1477,272508.5592838763
1478,289605.73778732383
1479,267298.65763841034
1480,467261.8940809194
1481,276526.89804564917
1482,201943.8363989058
1483,174984.2908839321
1484,170931.24335675218
1485,179521.18539544172
1486,206295.33611619624
1487,331790.51727397204
1488,230208.0545327496
1489,219932.6428457679
1490,235541.6688855825
1491,184832.4183619235
1492,97964.48453941263
1493,179528.10002987753
1494,258416.2617418875
1495,275403.1365426585
1496,230944.03515908317
1497,189319.8091088999
1498,151490.38054800333
1499,154755.4897800312
1500,158016.36377440143
1501,168289.98897080802
1502,160816.38366533894
1503,305747.09845021565
1504,225459.06714137137
1505,223357.0103157096
1506,181484.51930484883
1507,241735.6193781362
1508,221615.33228013667
1509,178174.7231792933
1510,153137.19809691727
1511,144505.90986992448
1512,171696.0652637636
1513,137212.16021674318
1514,176143.92041039004
1515,177796.72463898326
1516,148163.24148348073
1517,169870.4663602662
1518,115620.76287745457
1519,185334.96114796933
1520,138890.5797832042
1521,139496.67161606968
1522,175126.95835769863
1523,115847.52243908461
1524,125341.4015576504
1525,120878.4569086517
1526,116988.2356307449
1527,98911.11445509653
1528,134006.34631919983
1529,146270.46443138566
1530,160509.96279337624
1531,117453.24965562874
1532,97726.38745173972
1533,134842.09001930637
1534,119026.62455583976
1535,161265.33357151347
1536,110237.69255711525
1537,80557.97630995892
1538,179448.88458696034
1539,236996.42421009936
1540,94673.06074899157
1541,148261.88374738485
1542,140621.3041364625
1543,195826.2456723567
1544,74239.4599325817
1545,108144.71045662202
1546,128603.37541794445
1547,137086.53119639028
1548,135095.14081729983
1549,118806.99693194995
1550,148202.0384441818
1551,109867.56815824978
1552,137547.11026843396
1553,171369.28348451052
1554,108685.32227698118
1555,186308.90671437548
1556,117578.81201291655
1557,103769.31801664506
1558,87261.74036559238
1559,82020.40289822983
1560,137128.6438410573
1561,105665.56806553726
1562,134379.99998876828
1563,123947.14327467997
1564,152551.13082641203
1565,147854.111064183
1566,225713.76345200022
1567,79186.10371705909
1568,240315.38590059296
1569,166950.6105656874
1570,149896.87345155672
1571,122130.74014280089
1572,158056.25684476946
1573,224765.39819924367
1574,110619.80649978034
1575,217159.78878430586
1576,217958.6626203201
1577,209289.23934439183
1578,158210.6276996118
1579,141796.19856771932
1580,188861.12542792584
1581,148629.04757115152
1582,135872.74379560197
1583,325263.4417279564
1584,229682.48612864158
1585,139689.17240289896
1586,84030.69715282173
1587,101315.40069616589
1588,155022.74255617193
1589,104536.72367092843
1590,141740.50236272882
1591,94451.42424849489
1592,112829.6523815648
1593,124175.59784189647
1594,132188.37370696347
1595,106188.07423291137
1596,237482.92291388562
1597,203141.22087764743
1598,184119.70252892145
1599,198858.94047283664
1600,194034.29873673513
1601,78006.71044826007
1602,122963.35809224016
1603,105748.21166251668
1604,286888.54384776304
1605,234911.02465857085
1606,167831.19652839564
1607,172617.29929966162
1608,211288.55897732434
1609,205415.0664885319
1610,156091.01271143026
1611,138779.48790988897
1612,148654.01525294056
1613,149091.84922480557
1614,114531.73500640976
1615,80040.45875493593
1616,73865.33901714004
1617,87433.04528010763
1618,129341.36385879367
1619,145062.52702547025
1620,154585.3595432368
1621,133770.03655007825
1622,149850.53621817235
1623,284031.63552671514
1624,200331.95263705277
1625,127275.46344919925
1626,157238.3454659215
1627,184932.21435439077
1628,276161.2568132267
1629,175162.04334689214
1630,414031.7375986641
1631,216001.00038772894
